Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Jeremiah Wells;0;18;3;2;Welterweight;"SUB

      

        Anaconda Choke";3;1:50;lose
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Billy Quarantillo;0;100;0;1;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Damon Jackson;0;67;3;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Cody Durden;0;38;4;1;Flyweight;U-DEC;3;5:00;win
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Jake Hadley;0;26;0;3;Flyweight;U-DEC;3;5:00;lose
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Sean Woodson;0;71;4;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Dennis Buzukja;0;42;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Asu Almabayev;0;26;2;2;Flyweight;"SUB

      

        Rear Naked Choke";2;3:11;win
UFC Fight Night: Sandhagen vs. Font;"Date:
      
      August 05, 2023";"Location:
      

      Nashville, Tennessee, USA";Ode Osbourne;0;4;0;0;Flyweight;"SUB

      

        Rear Naked Choke";2;3:11;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Justin Gaethje;1;41;0;0;Lightweight;"KO/TKO

      

        Kick";2;1:00;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Dustin Poirier;0;27;0;0;Lightweight;"KO/TKO

      

        Kick";2;1:00;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Alex Pereira;0;70;0;1;Light Heavyweight;S-DEC;3;5:00;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Jan Blachowicz;0;52;3;2;Light Heavyweight;S-DEC;3;5:00;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Derrick Lewis;1;17;0;0;Heavyweight;"KO/TKO

      

        Punches";1;0:33;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Marcos Rogerio de Lima;0;1;0;0;Heavyweight;"KO/TKO

      

        Punches";1;0:33;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";King Green;0;137;0;1;Lightweight;"SUB

      

        Arm Triangle";3;4:54;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Tony Ferguson;0;54;0;0;Lightweight;"SUB

      

        Arm Triangle";3;4:54;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Kevin Holland;0;9;0;1;Welterweight;"SUB

      

        D'Arce Choke";1;2:39;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Michael Chiesa;0;4;0;0;Welterweight;"SUB

      

        D'Arce Choke";1;2:39;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Gabriel Bonfim;0;3;1;1;Welterweight;"SUB

      

        Guillotine Choke";1;1:13;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Trevin Giles;0;1;0;0;Welterweight;"SUB

      

        Guillotine Choke";1;1:13;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";CJ Vergara;0;109;0;0;Flyweight;U-DEC;3;5:00;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Vinicius Salvador;0;88;0;0;Flyweight;U-DEC;3;5:00;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Roman Kopylov;1;32;0;0;Middleweight;"KO/TKO

      

        Kick";2;0:33;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Claudio Ribeiro;0;32;0;0;Middleweight;"KO/TKO

      

        Kick";2;0:33;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Jake Matthews;0;60;0;1;Welterweight;"SUB

      

        Rear Naked Choke";2;2:37;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Darrius Flowers;0;36;1;0;Welterweight;"SUB

      

        Rear Naked Choke";2;2:37;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Uros Medic;1;69;1;0;Welterweight;"KO/TKO

      

        Spinning Back Elbow";3;2:36;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Matthew Semelsberger;1;52;0;0;Welterweight;"KO/TKO

      

        Spinning Back Elbow";3;2:36;lose
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Miranda Maverick;0;36;3;1;Women's Flyweight;"SUB

      

        Armbar";3;2:11;win
UFC 291: Poirier vs. Gaethje 2;"Date:
      
      July 29, 2023";"Location:
      

      Salt Lake City, Utah, USA";Priscila Cachoeira;0;11;0;0;Women's Flyweight;"SUB

      

        Armbar";3;2:11;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Tom Aspinall;1;13;0;0;Heavyweight;"KO/TKO

      

        Punch";1;1:13;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Marcin Tybura;0;4;0;0;Heavyweight;"KO/TKO

      

        Punch";1;1:13;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Julija Stoliarenko;0;9;1;1;Women's Flyweight;"SUB

      

        Armbar";1;1:55;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Molly McCann;0;6;0;0;Women's Flyweight;"SUB

      

        Armbar";1;1:55;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Nathaniel Wood;1;84;1;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Andre Fili;1;58;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Paul Craig;0;40;2;1;Middleweight;"KO/TKO

      

        Elbows";2;4:40;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Andre Muniz;0;24;2;0;Middleweight;"KO/TKO

      

        Elbows";2;4:40;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Fares Ziam;0;61;1;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Jai Herbert;0;49;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Lerone Murphy;1;59;3;2;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Josh Culibao;0;23;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Daniel Marcos;0;48;1;0;Bantamweight;S-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Davey Grant;0;70;0;0;Bantamweight;S-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Jonny Parsons;2;63;0;0;Welterweight;"KO/TKO

      

        Punches";2;4:57;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Danny Roberts;0;44;0;0;Welterweight;"KO/TKO

      

        Punches";2;4:57;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Joel Alvarez;0;42;0;1;Lightweight;"SUB

      

        D'Arce Choke";2;4:26;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Marc Diakiese;0;20;2;0;Lightweight;"SUB

      

        D'Arce Choke";2;4:26;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Mick Parkin;0;95;0;0;Heavyweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Jamal Pogues;0;36;0;0;Heavyweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Makhmud Muradov;2;54;13;0;Middleweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Bryan Barberena;0;28;0;0;Middleweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Ketlen Vieira;0;15;3;3;Women's Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Pannie Kianzad;0;22;0;0;Women's Bantamweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Chris Duncan;0;85;2;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Yanal Ashmouz;0;35;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Bruna Brasil;0;56;2;0;Women's Strawweight;U-DEC;3;5:00;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Shauna Bannon;0;54;0;0;Women's Strawweight;U-DEC;3;5:00;lose
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Jafel Filho;0;21;1;1;Flyweight;"SUB

      

        Arm Triangle";1;3:26;win
UFC Fight Night: Aspinall vs. Tybura;"Date:
      
      July 22, 2023";"Location:
      

      London, England, United Kingdom";Daniel Barez;1;18;0;0;Flyweight;"SUB

      

        Arm Triangle";1;3:26;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Holly Holm;0;27;0;0;Women's Bantamweight;"Overturned

      

        Guillotine Choke";2;0:38;nc
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Mayra Bueno Silva;0;20;0;1;Women's Bantamweight;"Overturned

      

        Guillotine Choke";2;0:38;nc
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jack Della Maddalena;0;83;1;0;Welterweight;S-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Bassil Hafez;0;32;3;0;Welterweight;S-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Francisco Prado;1;38;0;0;Lightweight;"KO/TKO

      

        Punches";1;4:05;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ottman Azaitar;0;14;0;0;Lightweight;"KO/TKO

      

        Punches";1;4:05;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";JunYong Park;1;50;0;3;Middleweight;"SUB

      

        Rear Naked Choke";2;4:45;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Albert Duraev;0;31;1;0;Middleweight;"SUB

      

        Rear Naked Choke";2;4:45;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Norma Dumont;0;47;3;0;Women's Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Chelsea Chandler;0;22;1;0;Women's Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Nazim Sadykhov;0;8;0;1;Lightweight;"SUB

      

        Rear Naked Choke";2;1:07;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Terrance McKinney;0;6;2;0;Lightweight;"SUB

      

        Rear Naked Choke";2;1:07;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Melsik Baghdasaryan;0;64;0;0;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Tucker Lutz;0;36;3;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Viktoriia Dudakova;0;3;1;0;Women's Strawweight;KO/TKO;1;0:34;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Istela Nunes;0;2;0;0;Women's Strawweight;KO/TKO;1;0:34;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Melquizael Costa;0;100;3;1;Featherweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Austin Lingo;0;39;0;0;Featherweight;U-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Evan Elder;1;96;1;1;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Genaro Valdez;1;64;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Azat Maksum;0;46;2;0;Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Tyson Nam;0;81;0;0;Flyweight;S-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alexander Munoz;1;44;3;0;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Carl Deaton;0;37;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ailin Perez;0;60;10;0;Women's Bantamweight;U-DEC;3;5:00;win
UFC Fight Night: Holm vs. Bueno Silva;"Date:
      
      July 15, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ashlee Evans-Smith;0;12;0;0;Women's Bantamweight;U-DEC;3;5:00;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alexander Volkanovski;0;66;7;0;Featherweight;"KO/TKO

      

        Punches";3;4:19;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Yair Rodriguez;0;40;0;0;Featherweight;"KO/TKO

      

        Punches";3;4:19;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alexandre Pantoja;1;129;6;0;Flyweight;S-DEC;5;5:00;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Brandon Moreno;0;147;2;0;Flyweight;S-DEC;5;5:00;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Dricus Du Plessis;1;62;1;0;Middleweight;"KO/TKO

      

        Punches";2;2:23;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Robert Whittaker;0;31;1;0;Middleweight;"KO/TKO

      

        Punches";2;2:23;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Dan Hooker;1;125;0;1;Lightweight;S-DEC;3;5:00;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jalin Turner;0;100;1;0;Lightweight;S-DEC;3;5:00;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Bo Nickal;1;7;0;0;Middleweight;"KO/TKO

      

        Punches";1;0:38;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Val Woodburn;0;2;0;0;Middleweight;"KO/TKO

      

        Punches";1;0:38;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Robbie Lawler;1;8;0;0;Welterweight;"KO/TKO

      

        Punches";1;0:38;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Niko Price;0;2;0;0;Welterweight;"KO/TKO

      

        Punches";1;0:38;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Tatsuro Taira;0;61;2;1;Catch Weight;U-DEC;3;5:00;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Edgar Chairez;1;25;0;2;Catch Weight;U-DEC;3;5:00;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Denise Gomes;1;17;0;0;Women's Strawweight;"KO/TKO

      

        Punches";1;0:20;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Yazmin Jauregui;0;0;0;0;Women's Strawweight;"KO/TKO

      

        Punches";1;0:20;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Alonzo Menifield;0;21;0;1;Light Heavyweight;"SUB

      

        Guillotine Choke";2;1:55;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jimmy Crute;0;26;1;0;Light Heavyweight;"SUB

      

        Guillotine Choke";2;1:55;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Vitor Petrino;0;44;4;2;Light Heavyweight;"SUB

      

        Arm Triangle";3;3:42;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Marcin Prachnio;0;55;0;0;Light Heavyweight;"SUB

      

        Arm Triangle";3;3:42;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Cameron Saaiman;0;18;2;1;Bantamweight;"KO/TKO

      

        Punches";1;3:10;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Terrence Mitchell;0;3;1;0;Bantamweight;"KO/TKO

      

        Punches";1;3:10;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Jesus Aguilar;1;2;0;0;Flyweight;"KO/TKO

      

        Punch";1;0:17;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Shannon Ross;0;2;0;0;Flyweight;"KO/TKO

      

        Punch";1;0:17;lose
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Esteban Ribovics;0;115;2;0;Lightweight;U-DEC;3;5:00;win
UFC 290: Volkanovski vs. Rodriguez;"Date:
      
      July 08, 2023";"Location:
      

      Las Vegas, Nevada, USA";Kamuela Kirk;0;56;3;1;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Sean Strickland;1;81;0;0;Middleweight;"KO/TKO

      

        Punches";2;4:20;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Abus Magomedov;0;47;1;0;Middleweight;"KO/TKO

      

        Punches";2;4:20;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Grant Dawson;0;30;3;1;Lightweight;U-DEC;3;5:00;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Damir Ismagulov;0;13;0;0;Lightweight;U-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Michael Morales;0;72;1;0;Welterweight;U-DEC;3;5:00;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Max Griffin;0;36;0;0;Welterweight;U-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ariane da Silva;0;66;1;0;Women's Flyweight;S-DEC;3;5:00;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Melissa Gatto;0;85;0;0;Women's Flyweight;S-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Benoit Saint Denis;0;13;2;2;Lightweight;"SUB

      

        Rear Naked Choke";1;4:48;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Ismael Bonfim;0;14;0;0;Lightweight;"SUB

      

        Rear Naked Choke";1;4:48;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Nursulton Ruziboev;0;6;1;0;Middleweight;"KO/TKO

      

        Punches";1;1:17;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Brunno Ferreira;0;3;0;0;Middleweight;"KO/TKO

      

        Punches";1;1:17;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Rinat Fakhretdinov;1;11;0;1;Welterweight;"SUB

      

        Guillotine Choke";1;0:55;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Kevin Lee;0;3;0;0;Welterweight;"SUB

      

        Guillotine Choke";1;0:55;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Joanderson Brito;0;22;1;0;Featherweight;"KO/TKO

      

        Punches";1;2:54;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Westin Wilson;0;4;0;2;Featherweight;"KO/TKO

      

        Punches";1;2:54;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Karol Rosa;0;66;1;0;Women's Featherweight;S-DEC;3;5:00;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Yana Santos;0;95;0;0;Women's Featherweight;S-DEC;3;5:00;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Elves Brener;1;65;2;0;Lightweight;"KO/TKO

      

        Punch";3;3:17;win
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Guram Kutateladze;0;85;1;0;Lightweight;"KO/TKO

      

        Punch";3;3:17;lose
UFC Fight Night: Strickland vs. Magomedov;"Date:
      
      July 01, 2023";"Location:
      

      Las Vegas, Nevada, USA";Luana Carolina;0;41;1;0;Women's Flyweight;U-DEC;3;5:00;win
